# Thai words with more than one recorded reading (WikiPron), most frequent first.
# class: sandhi = linking form inside a Pali/Sanskrit compound (positional, the
#   dictionary already carries it on the compound); tone-only / vowel-length =
#   two accepted transcriptions of one word; letter-names = the spelling-out
#   reading; REVIEW = none of those, so possibly a true heteronym.
# Only REVIEW rows need a human. For each, say whether the two readings mean
#   DIFFERENT things (write y) or are both acceptable for the same word (n),
#   and if y, list words that signal the second reading.
freq	word	class	ours	readings	different_meaning	cue_words
77	พิบัติ	sandhi	pʰi˦˥bat̚˨˩	pʰi˦˥bat̚˨˩ | pʰi˦˥bat̚˨˩ti˨˩		
77	การทะเลาะ	tone-only	kaːn˧tʰa˦˥lɔʔ˦˥	kaːn˧tʰa˦˥lɔʔ˦˥ | kaːn˧tʰa˧lɔʔ˦˥		
74	เมษ	sandhi	meːt̚˥˩	meːt̚˥˩ | meːt̚˥˩sa˨˩ | meː˧sa˨˩		
74	ยัญ	sandhi	jan˧	jan˧ | jan˧ja˦˥		
73	สอย	vowel-length	sɔːj˩˩˦	sɔj˩˩˦ | sɔːj˩˩˦		
73	วินาศ	sandhi	wi˦˥naːt̚˥˩	wi˦˥naːt̚˥˩ | wi˦˥naːt̚˥˩sa˨˩		
71	ครหา	REVIEW	kʰɔː˧ra˦˥haː˩˩˦	kʰa˦˥ra˦˥haː˩˩˦ | kʰɔː˧ra˦˥haː˩˩˦		
69	ซานตาคลอส	REVIEW	saːn˧taː˧kʰlɔːt̚˦˥	saːn˧taː˧kʰlɔːs˦˥ | saːn˧taː˧kʰlɔːt̚˦˥		
68	เครย์ฟิช	REVIEW	kʰreː˧fit̚˦˥	kʰreː˧fitɕʰ˦˥ | kʰreː˧fit̚˦˥		
68	มอดูล	REVIEW	mɔː˧duːn˧	mɔː˧duːl˧ | mɔː˧duːn˧		
67	พฤษภ	REVIEW	pʰrɯ˦˥sop̚˨˩	pʰrɯt̚˦˥sop̚˨˩ | pʰrɯ˦˥sop̚˨˩		
66	เยิน	vowel-length	jɤːn˧	jɤn˧ | jɤːn˧		
66	อัตตาธิปไตย	REVIEW	ʔat̚˨˩taː˧tʰip̚˦˥pa˨˩taj˧	ʔat̚˨˩taː˧tʰip̚˦˥pa˨˩taj˧ | ʔat̚˨˩taː˧tʰi˦˥pa˨˩taj˧		
66	อธิกมาส	REVIEW	ʔa˨˩tʰi˦˥ka˨˩maːt̚˥˩	ʔa˨˩tʰik̚˦˥ka˨˩maːt̚˥˩ | ʔa˨˩tʰi˦˥ka˨˩maːt̚˥˩		
65	คามวาสี	REVIEW	kʰaːm˧ma˦˥waː˧siː˩˩˦	kʰaːm˧ma˦˥waː˧siː˩˩˦ | kʰaː˧ma˦˥waː˧siː˩˩˦		
64	แม้ว	vowel-length	mɛːw˦˥	mɛw˦˥ | mɛːw˦˥		
62	บุณฑริก	REVIEW	bun˧tʰa˦˥rik̚˦˥	bun˧da˨˩rik̚˦˥ | bun˧tʰa˦˥rik̚˦˥		
61	ฮาลาล	tone-only	haː˧laːn˧	haː˧laːn˦˥ | haː˧laːn˧		
61	สากลนิยม	REVIEW	saː˩˩˦kon˧ni˦˥jom˧	saː˩˩˦kon˧la˦˥ni˦˥jom˧ | saː˩˩˦kon˧ni˦˥jom˧		
60	ไปรษณียบัตร	REVIEW	praj˧sa˨˩niː˧ja˦˥bat̚˨˩	praj˧sa˨˩niː˧bat̚˨˩ | praj˧sa˨˩niː˧ja˦˥bat̚˨˩		
60	มนุษยสัมพันธ์	REVIEW	ma˦˥nut̚˦˥sa˨˩ja˦˥sam˩˩˦pʰan˧	ma˦˥nut̚˦˥sam˩˩˦pʰan˧ | ma˦˥nut̚˦˥sa˨˩ja˦˥sam˩˩˦pʰan˧		
59	วณิพก	REVIEW	wa˦˥ni˦˥pʰok̚˦˥	wa˦˥nip̚˦˥pʰok̚˦˥ | wa˦˥ni˦˥pʰok̚˦˥		
57	พาสปอร์ต	REVIEW	pʰaːt̚˦˥sa˨˩pɔːt̚˨˩	pʰaːs˦˥pɔːt̚˨˩ | pʰaːt̚˦˥sa˨˩pɔːt̚˨˩		
56	แฟบ	vowel-length	fɛːp̚˥˩	fɛp̚˥˩ | fɛːp̚˥˩		
56	อัลลอหฺ	REVIEW		ʔan˧lɔʔ˦˥ | ʔan˧lɔː˧		
56	มัสกัต	tone-only	mas˦˥kat̚˨˩	mas˦˥kat̚˦˥ | mas˦˥kat̚˨˩		
55	เจ้ามือ	vowel-length	tɕaːw˥˩mɯː˧	tɕaw˥˩mɯː˧ | tɕaːw˥˩mɯː˧		
54	มฤค	sandhi	ma˦˥rɯk̚˦˥kʰa˦˥	ma˦˥rɯk̚˦˥ | ma˦˥rɯk̚˦˥kʰa˦˥		
53	แทนทาลัม	vowel-length	tʰɛːn˧tʰaː˧lam˥˩	tʰɛn˧tʰaː˧lam˥˩ | tʰɛːn˧tʰaː˧lam˥˩		
53	กุมารแพทย์	REVIEW	ku˨˩maː˧ra˦˥pʰɛːt̚˥˩	ku˨˩maːn˧ra˦˥pʰɛːt̚˥˩ | ku˨˩maː˧ra˦˥pʰɛːt̚˥˩		
52	พรหมวิหาร	REVIEW	pʰrom˧wi˦˥haːn˩˩˦	pʰrom˧ma˦˥wi˦˥haːn˩˩˦ | pʰrom˧wi˦˥haːn˩˩˦		
51	หมากฮอส	REVIEW	maːk̚˨˩hɔt̚˦˥	maːk̚˨˩hɔs˦˥ | maːk̚˨˩hɔt̚˦˥		
50	แซบ	vowel-length	sɛːp̚˥˩	sɛp̚˥˩ | sɛːp̚˥˩		
49	อธิป	sandhi	ʔa˨˩tʰip̚˦˥paʔ˨˩	ʔa˨˩tʰip̚˦˥ | ʔa˨˩tʰip̚˦˥pa˨˩ | ʔa˨˩tʰi˦˥pa˨˩		
49	บุรพทิศ	REVIEW	bup̚˨˩pʰa˦˥tʰit̚˦˥	bup̚˨˩pʰa˦˥tʰit̚˦˥ | bu˨˩ra˦˥pʰa˦˥tʰit̚˦˥		
49	คูปอง	vowel-length	kʰuː˧pɔːŋ˧	kʰuː˧pɔŋ˧ | kʰuː˧pɔːŋ˧		
48	ไม้กอล์ฟ	REVIEW	maːj˦˥kɔːp̚˦˥	maːj˦˥kɔːf˦˥ | maːj˦˥kɔːp̚˦˥		
47	อลูมิเนียม	tone-only	ʔa˨˩luː˧mi˦˥niam˧	ʔa˨˩luː˧mi˦˥nia̯m˥˩ | ʔa˨˩luː˧mi˦˥nia̯m˧		
47	น้อยหน่า	vowel-length	nɔːj˦˥naː˨˩	nɔj˦˥naː˨˩ | nɔːj˦˥naː˨˩		
46	ขึ้นฉ่าย	tone-only	kʰɯn˥˩tɕʰaːj˨˩	kʰɯn˥˩tɕʰaːj˥˩ | kʰɯn˥˩tɕʰaːj˨˩		
45	อัลตราซาวนด์	REVIEW	ʔan˧traː˥˩saːw˧	ʔal˧traː˥˩saːw˧ | ʔan˧traː˥˩saːw˧		
44	คลิตอริส	REVIEW	kʰli˦˥tɔː˧ris˦˥	kʰli˦˥tɔː˧ris˦˥ | kʰli˦˥tɔː˧rit̚˦˥		
42	ศฤงคาร	sandhi	sa˨˩riŋ˩˩˦kʰaːn˧	sa˨˩riŋ˩˩˦kʰaːn˧ | sa˨˩riŋ˩˩˦kʰaːn˧ra˦˥ | siŋ˩˩˦kʰaːn˧ | siŋ˩˩˦kʰaː˧ra˦˥		
42	พลาสเตอร์	REVIEW	pʰlaːt̚˥˩tɤː˥˩	pʰlaːs˦˥tɤː˥˩ | pʰlaːt̚˦˥tɤː˥˩		
42	น้ำเปล่า	vowel-length	naːm˦˥plaw˨˩	nam˦˥plaw˨˩ | naːm˦˥plaw˨˩		
41	เนคไท	tone-only	nek̚˦˥tʰaj˦˥	nek̚˦˥tʰaj˦˥ | nek̚˦˥tʰaj˧		
41	หน่อไม้ฝรั่ง	tone-only	nɔː˨˩maːj˦˥fa˨˩raŋ˨˩	nɔː˨˩maːj˦˥fa˦˥raŋ˨˩ | nɔː˨˩maːj˦˥fa˨˩raŋ˨˩		
41	ศัลย	REVIEW	san˩˩˦ja˦˥	san˩˩˦ja˦˥ | san˩˩˦la˦˥ja˦˥		
41	ก็แล้วกัน	REVIEW	kɔː˥˩lɛːw˦˥kan˧	kɔʔ˥˩lɛːw˦˥kan˧ | kɔː˥˩lɛːw˦˥kan˧		
40	ฮอตดอก	vowel-length	hɔt̚˦˥dɔːk̚˨˩	hɔt̚˦˥dɔk̚˨˩ | hɔt̚˦˥dɔːk̚˨˩		
40	ลักษณนาม	tone-only	lak̚˦˥sa˨˩na˨˩naːm˧	lak̚˦˥sa˧na˨˩naːm˧ | lak̚˦˥sa˨˩na˨˩naːm˧		
40	ความฉิบหาย	tone-only	kʰwaːm˧tɕʰip̚˨˩haːj˩˩˦	kʰwaːm˧tɕʰip̚˦˥haːj˩˩˦ | kʰwaːm˧tɕʰip̚˨˩haːj˩˩˦		
38	แลนทานัม	vowel-length	lɛːn˧tʰaː˧nam˥˩	lɛn˧tʰaː˧nam˥˩ | lɛːn˧tʰaː˧nam˥˩		
38	เซลเซียส	REVIEW	sen˧siat̚˥˩	sel˧sia̯s˥˩ | sel˧sia̯t̚˥˩ | sen˧sia̯t̚˥˩		
37	แหงน	vowel-length	ŋɛːn˩˩˦	ŋɛn˩˩˦ | ŋɛːn˩˩˦		
37	ปิตาธิปไตย	REVIEW	pi˨˩taː˧tʰip̚˦˥pa˨˩taj˧	pi˨˩taː˧tʰip̚˦˥pa˨˩taj˧ | pi˨˩taː˧tʰi˦˥pa˨˩taj˧		
36	อุปยุวราช	REVIEW	ʔu˨˩pa˨˩ju˦˥wa˦˥raːt̚˥˩	ʔup̚˨˩pa˨˩ju˦˥wa˦˥raːt̚˥˩ | ʔu˨˩pa˨˩ju˦˥wa˦˥raːt̚˥˩		
36	ภาคยานุวัติ	sandhi	pʰaːk̚˥˩kʰa˦˥jaː˧nu˦˥wat̚˦˥	pʰaːk̚˥˩kʰa˦˥jaː˧nu˦˥wat̚˦˥ | pʰaːk̚˥˩kʰa˦˥jaː˧nu˦˥wat̚˦˥ti˨˩		
34	แฟ็กซ์	REVIEW	fɛk̚˨˩	fɛk̚s˨˩ | fɛk̚˨˩		
34	ดัชต์	REVIEW	datɕʰ˦˥	datɕʰ˦˥ | dat̚˦˥		
33	ไอศครีม	REVIEW	ʔaj˧sa˨˩kʰriːm˧	ʔajs˧kʰriːm˧ | ʔaj˧sa˨˩kʰriːm˧		
33	อาชญาสิทธิ์	REVIEW	ʔaːt̚˨˩jaː˧sit̚˨˩	ʔaːt̚˨˩jaː˧sit̚˨˩ | ʔaːt̚˨˩tɕʰa˦˥jaː˧sit̚˨˩		
33	สถล	sandhi	sa˨˩tʰon˩˩˦	sa˨˩tʰon˩˩˦ | sa˨˩tʰon˩˩˦la˦˥		
33	ลองกอง	vowel-length	lɔːŋ˧kɔːŋ˧	lɔŋ˧kɔŋ˧ | lɔːŋ˧kɔːŋ˧		
32	อภิชนาธิปไตย	REVIEW	ʔa˨˩pʰi˦˥tɕʰa˦˥naː˧tʰip̚˦˥pa˨˩taj˧	ʔa˨˩pʰi˦˥tɕʰa˦˥naː˧tʰip̚˦˥pa˨˩taj˧ | ʔa˨˩pʰi˦˥tɕʰa˦˥naː˧tʰi˦˥pa˨˩taj˧		
32	หีนยาน	REVIEW	hiː˩˩˦na˦˥jaːn˧	hiːn˩˩˦na˦˥jaːn˧ | hiː˧na˦˥jaːn˧ | hiː˩˩˦na˦˥jaːn˧		
31	ผักชีฝรั่ง	tone-only	pʰak̚˨˩tɕʰiː˧fa˨˩raŋ˨˩	pʰak̚˨˩tɕʰiː˧fa˦˥raŋ˨˩ | pʰak̚˨˩tɕʰiː˧fa˨˩raŋ˨˩		
30	กระดานชนวน	tone-only	kra˨˩daːn˧tɕʰa˦˥nuan˧	kra˧daːn˧tɕʰa˦˥nua̯n˧ | kra˨˩daːn˧tɕʰa˦˥nua̯n˧		
29	ไม้เรียว	vowel-length	maːj˦˥riaw˧	maj˦˥ria̯w˧ | maːj˦˥ria̯w˧		
29	ไม้จิ้มฟัน	vowel-length	maj˦˥tɕim˥˩fan˧	maj˦˥tɕim˥˩fan˧ | maːj˦˥tɕim˥˩fan˧		
29	ส้มเช้ง	vowel-length	som˥˩tɕʰeːŋ˦˥	som˥˩tɕʰeŋ˦˥ | som˥˩tɕʰeːŋ˦˥		
29	กาลกิณี	REVIEW	kaː˧la˦˥ki˨˩niː˧	kaːn˧la˦˥ki˨˩niː˧ | kaː˧la˦˥ki˨˩niː˧		
27	เนปทูเนียม	vowel-length	neːp̚˦˥tʰuː˧niam˥˩	nep̚˦˥tʰuː˧nia̯m˥˩ | neːp̚˦˥tʰuː˧nia̯m˥˩		
27	สวัสติกะ	tone-only	sa˨˩wat̚˨˩ti˨˩kaʔ˨˩	sa˧wat̚˨˩ti˨˩kaʔ˨˩ | sa˨˩wat̚˨˩ti˨˩kaʔ˨˩		
26	อบาย	sandhi	ʔa˨˩baːj˧	ʔa˨˩baːj˧ | ʔa˨˩baːj˧ja˦˥		
26	การ์ฟิลด์	REVIEW	kaː˧fin˧	kaː˧fil˧ | kaː˧fin˧		
25	บัลลาสต์	REVIEW	ban˧laːt̚˨˩	bal˧laːt̚˨˩ | ban˧laːt̚˨˩		
25	บอนไซ	vowel-length	bɔn˧saj˧	bɔn˧saj˧ | bɔːn˧saj˧		
24	ไม้โท	vowel-length	maːj˦˥tʰoː˧	maj˦˥tʰoː˧ | maːj˦˥tʰoː˧		
24	โภชนะ	REVIEW	pʰoːt̚˥˩tɕʰa˦˥naʔ˦˥	pʰoːt̚˥˩tɕʰa˦˥naʔ˦˥ | pʰoː˧tɕʰa˦˥naʔ˦˥		
24	สกรรมกริยา	REVIEW	sa˨˩kam˧kri˨˩jaː˧	sa˨˩kam˧ka˨˩ri˦˥jaː˧ | sa˨˩kam˧kri˨˩jaː˧		
24	นักประชาธิปไตย	REVIEW	nak̚˦˥pra˨˩tɕʰaː˧tʰip̚˦˥pa˨˩taj˧	nak̚˦˥pra˨˩tɕʰaː˧tʰip̚˦˥pa˨˩taj˧ | nak̚˦˥pra˨˩tɕʰaː˧tʰi˦˥pa˨˩taj˧		
24	ช่างทาสี	vowel-length	tɕʰaŋ˥˩tʰaː˧siː˩˩˦	tɕʰaŋ˥˩tʰaː˧siː˩˩˦ | tɕʰaːŋ˥˩tʰaː˧siː˩˩˦		
24	ขนมเข่ง	tone-only	kʰa˨˩nom˩˩˦kʰeŋ˨˩	kʰa˦˥nom˩˩˦kʰeŋ˨˩ | kʰa˨˩nom˩˩˦kʰeŋ˨˩		
24	กระดานหมากรุก	tone-only	kra˨˩daːn˧maːk̚˨˩ruk̚˦˥	kra˧daːn˧maːk̚˨˩ruk̚˦˥ | kra˨˩daːn˧maːk̚˨˩ruk̚˦˥		
23	ประทุษ	sandhi	pra˨˩tʰut̚˦˥	pra˨˩tʰut̚˦˥ | pra˨˩tʰut̚˦˥sa˨˩		
23	นักขัต	sandhi	nak̚˦˥kʰat̚˨˩	nak̚˦˥kʰat̚˨˩ | nak̚˦˥kʰat̚˨˩ta˨˩		
23	กิกะไบต์	REVIEW	ki˨˩ka˨˩baj˧	kik̚˦˥ka˨˩baj˦˥ | ki˨˩ka˨˩baj˦˥		
22	โศภิต	REVIEW	soː˩˩˦pʰit̚˦˥	soː˩˩˦pʰit̚˦˥ | soː˩˩˦pʰi˦˥ta˨˩		
22	แพลเลเดียม	vowel-length	pʰɛːl˧leː˧diam˥˩	pʰɛl˧leː˧dia̯m˥˩ | pʰɛːl˧leː˧dia̯m˥˩		
22	น้ำกลั่น	vowel-length	naːm˦˥klan˨˩	nam˦˥klan˨˩ | naːm˦˥klan˨˩		
22	คฤห	REVIEW	kʰa˦˥rɯ˦˥ha˨˩	kʰa˦˥rɯ˦˥ha˨˩ | kʰrɯʔ˦˥		
22	กรรตุการก	REVIEW	kan˧tu˨˩kaː˧rok̚˦˥	kan˧tu˨˩kaː˧rok̚˦˥ | kat̚˨˩tu˨˩kaː˧rok̚˦˥		
21	อุปัชฌายะ	REVIEW	ʔu˨˩pat̚˨˩tɕʰaː˧jaʔ˦˥	ʔup̚˨˩pat̚˨˩tɕʰaː˧jaʔ˦˥ | ʔu˨˩pat̚˨˩tɕʰaː˧jaʔ˦˥		
21	อรรฆ	sandhi	ʔak̚˨˩	ʔak̚˨˩ | ʔak̚˨˩kʰa˦˥		
21	สแกนเดียม	vowel-length	sa˨˩kɛːn˧diam˥˩	sa˨˩kɛn˧dia̯m˥˩ | sa˨˩kɛːn˧dia̯m˥˩		
20	ไม้เอก	vowel-length	maːj˦˥ʔeːk̚˨˩	maj˦˥ʔeːk̚˨˩ | maːj˦˥ʔeːk̚˨˩		
20	ประวัติการณ์	REVIEW	pra˨˩wat̚˨˩ti˨˩kaːn˧	pra˨˩wat̚˨˩kaːn˧ | pra˨˩wat̚˨˩ti˨˩kaːn˧		
19	กษัตร	sandhi	ka˨˩sat̚˨˩	ka˨˩sat̚˨˩ | ka˨˩sat̚˨˩tra˨˩		
18	อมาตย์	tone-only	ʔa˨˩maːt̚˨˩	ʔa˨˩maːt̚˥˩ | ʔa˨˩maːt̚˨˩		
18	สรภัญญะ	REVIEW	sɔː˩˩˦ra˦˥pʰan˧jaʔ˦˥	sa˨˩ra˦˥pʰan˧jaʔ˦˥ | sɔː˩˩˦ra˦˥pʰan˧jaʔ˦˥		
17	รีโมตคอนโทรล	REVIEW	riː˧moːt̚˨˩kʰɔn˧tʰroːn˧	riː˧moːt̚˨˩kʰɔn˧tʰroːl˧ | riː˧moːt̚˨˩kʰɔn˧tʰroːn˧		
16	ไม้ตรี	vowel-length	maːj˦˥triː˧	maj˦˥triː˧ | maːj˦˥triː˧		
16	งอมแงม	vowel-length	ŋɔːm˧ŋɛːm˧	ŋɔm˧ŋɛm˧ | ŋɔːm˧ŋɛːm˧		
16	กรกฎา	REVIEW	ka˨˩ra˦˥ka˨˩daː˧	ka˨˩rak̚˦˥ka˨˩daː˧ | ka˨˩ra˦˥ka˨˩daː˧		
15	แทลเลียม	vowel-length	tʰɛːl˧liam˥˩	tʰɛl˧lia̯m˥˩ | tʰɛːl˧lia̯m˥˩		
15	เบญจเพส	vowel-length	ben˧tɕa˨˩pʰeːt̚˥˩	ben˧tɕa˨˩pʰeːt̚˥˩ | beːn˧tɕa˨˩pʰeːt̚˥˩		
15	พัฟฟิน	REVIEW	pʰap̚˦˥fin˥˩	pʰaf˦˥fin˥˩ | pʰap̚˦˥fin˥˩		
15	ปรมินทร์	REVIEW	pɔː˧ra˦˥min˧	pa˨˩ra˦˥min˧ | pɔː˧ra˦˥min˧		
14	อกรรมกริยา	REVIEW	ʔa˨˩kam˧kri˨˩jaː˧	ʔa˨˩kam˧ka˨˩ri˦˥jaː˧ | ʔa˨˩kam˧kri˨˩jaː˧		
14	พาฬ	sandhi	pʰaːn˧	pʰaːn˧ | pʰaː˧la˦˥		
14	ป๊อปคอร์น	vowel-length	pɔp̚˦˥kʰɔːn˧	pɔp̚˦˥kʰɔn˧ | pɔp̚˦˥kʰɔːn˧		
12	โมเต็ล	REVIEW	moː˧ten˧	moː˧tel˧ | moː˧ten˧		
12	คูถ	REVIEW	kʰuːt̚˥˩	kʰuːt̚˥˩ | kʰuː˧tʰa˨˩		
11	แมสก์	REVIEW	mɛːt̚˦˥	mɛːs˦˥ | mɛːt̚˦˥		
11	แฟลนเดอร์ส	REVIEW	flɛːn˧dɤː˧	flɛn˧dɤːs˥˩ | flɛn˧dɤː˥˩		
11	บาทบงกช	sandhi	baːt̚˨˩boŋ˧kot̚˨˩	baːt̚˨˩boŋ˧kot̚˨˩ | baːt̚˨˩boŋ˧kot̚˨˩tɕʰa˦˥ | baːt̚˨˩tʰa˦˥boŋ˧kot̚˨˩ | baːt̚˨˩tʰa˦˥boŋ˧kot̚˨˩tɕʰa˦˥		
11	กระดานหก	tone-only	kra˨˩daːn˧hok̚˨˩	kra˧daːn˧hok̚˨˩ | kra˨˩daːn˧hok̚˨˩		
10	เปตพลี	REVIEW	peːt̚˨˩pʰliː˧	peːt̚˨˩ta˨˩pʰa˦˥liː˧ | peː˧ta˨˩pʰa˦˥liː˧		
10	เน็คไท	tone-only	nek̚˦˥tʰaj˧	nek̚˦˥tʰaj˦˥ | nek̚˦˥tʰaj˧		
10	วิกาล	sandhi	wi˦˥kaːn˧	wi˦˥kaːn˧ | wi˦˥kaːn˧la˦˥		
10	ดิกชันนารี	tone-only	dik̚˨˩tɕʰan˧naː˧riː˥˩	dik̚˨˩tɕʰan˧naː˧riː˥˩ | dik̚˨˩tɕʰan˧naː˧riː˧		
10	ชักว่าว	vowel-length	tɕʰak̚˦˥waːw˥˩	tɕʰak̚˦˥waw˥˩ | tɕʰak̚˦˥waːw˥˩		
9	ไม้จัตวา	vowel-length	maːj˦˥tɕat̚˨˩ta˨˩waː˧	maj˦˥tɕat̚˨˩ta˨˩waː˧ | maːj˦˥tɕat̚˨˩ta˨˩waː˧		
8	เสียน้ำใจ	vowel-length	sia˩˩˦naːm˦˥tɕaj˧	sia̯˩˩˦nam˦˥tɕaj˧ | sia̯˩˩˦naːm˦˥tɕaj˧		
8	เช้ง	vowel-length	tɕʰeːŋ˦˥	tɕʰeŋ˦˥ | tɕʰeːŋ˦˥		
8	พสก	sandhi	pʰa˦˥sok̚˨˩	pʰa˦˥sok̚˨˩ | pʰa˦˥sok̚˨˩ka˨˩		
8	กริยาวิเศษณ์	REVIEW	kri˨˩jaː˧wi˦˥seːt̚˨˩	ka˨˩ri˦˥jaː˧wi˦˥seːt̚˨˩ | kri˨˩jaː˧wi˦˥seːt̚˨˩		
7	ไต้ก๋ง	vowel-length	taj˥˩koŋ˩˩˦	taj˥˩koŋ˩˩˦ | taːj˥˩koŋ˩˩˦		
7	โปสต์การ์ด	REVIEW	poːt̚˦˥kaːt̚˦˥	poːs˦˥kaːt̚˦˥ | poːt̚˦˥kaːt̚˦˥ | poːt̚˦˥sa˨˩kaːt̚˦˥		
7	อุปไมย	REVIEW	ʔu˨˩pa˨˩maj˧	ʔup̚˨˩pa˨˩maj˧ | ʔu˨˩pa˨˩maj˧		
7	อักษรสาสน์	REVIEW	ʔak̚˨˩sɔːn˩˩˦saːt̚˨˩	ʔak̚˨˩sɔːn˩˩˦ra˦˥saːt̚˨˩ | ʔak̚˨˩sɔːn˩˩˦saːt̚˨˩		
7	วิชญะ	REVIEW	wit̚˦˥jaʔ˦˥	wit̚˦˥jaʔ˦˥ | wit̚˦˥tɕʰa˦˥jaʔ˦˥		
6	เจ้ากรรม	vowel-length	tɕaːw˥˩kam˧	tɕaw˥˩kam˧ | tɕaːw˥˩kam˧		
6	ปรมาภิไธย	REVIEW	pɔː˧ra˦˥maː˧pʰi˦˥tʰaj˧	pa˨˩ra˦˥maː˧pʰi˦˥tʰaj˧ | pɔː˧ra˦˥maː˧pʰi˦˥tʰaj˧		
6	กริยานุเคราะห์	REVIEW	kri˨˩jaː˧nu˦˥kʰrɔʔ˦˥	ka˨˩ri˦˥jaː˧nu˦˥kʰrɔʔ˦˥ | kri˨˩jaː˧nu˦˥kʰrɔʔ˦˥		
5	ไก่อ่อน	vowel-length	kaj˨˩ʔɔːn˨˩	kaj˨˩ʔɔn˨˩ | kaj˨˩ʔɔːn˨˩		
5	อั้งม้อ	tone-only	ʔaŋ˥˩mɔː˦˥	ʔaŋ˥˩mɔː˦˥ | ʔaŋ˦˥mɔː˦˥		
5	อมาตยาธิปไตย	REVIEW	ʔa˨˩maːt̚˨˩ta˨˩jaː˧tʰi˦˥pa˨˩taj˧	ʔa˨˩maːt̚˨˩ta˨˩jaː˧tʰip̚˦˥pa˨˩taj˧ | ʔa˨˩maːt̚˨˩ta˨˩jaː˧tʰi˦˥pa˨˩taj˧		
5	น้ำมันพราย	vowel-length	naːm˦˥man˧pʰraːj˧	nam˦˥man˧pʰraːj˧ | naːm˦˥man˧pʰraːj˧		
5	ถอก	vowel-length	tʰɔːk̚˨˩	tʰɔk̚˨˩ | tʰɔːk̚˨˩		
5	คณิตกรณ์	REVIEW	kʰa˦˥nit̚˦˥kɔːn˧	kʰa˦˥nit̚˦˥kɔːn˧ | kʰa˦˥nit̚˦˥ta˨˩kɔːn˧		
5	กระดาษเช็ดปาก	tone-only	kra˨˩daːt̚˨˩tɕʰet̚˦˥paːk̚˨˩	kra˧daːt̚˨˩tɕʰet̚˦˥paːk̚˨˩ | kra˨˩daːt̚˨˩tɕʰet̚˦˥paːk̚˨˩		
5	กรรมสัมปาทิก	sandhi	kam˧ma˦˥sam˩˩˦paː˧tʰik̚˦˥	kam˧ma˦˥sam˩˩˦paː˧tʰik̚˦˥ | kam˧ma˦˥sam˩˩˦paː˧tʰik̚˦˥ka˨˩ | kam˧ma˦˥sam˩˩˦paː˧tʰi˦˥ka˨˩		
4	วนิพก	REVIEW	wa˦˥ni˦˥pʰok̚˦˥	wa˦˥nip̚˦˥pʰok̚˦˥ | wa˦˥ni˦˥pʰok̚˦˥		
4	นกสองหัว	vowel-length	nok̚˦˥sɔːŋ˩˩˦hua˩˩˦	nok̚˦˥sɔŋ˩˩˦hua̯˩˩˦ | nok̚˦˥sɔːŋ˩˩˦hua̯˩˩˦		
4	ทศมี	REVIEW	tʰot̚˦˥sa˨˩miː˧	tʰa˦˥sa˨˩miː˧ | tʰot̚˦˥sa˨˩miː˧		
4	ช่ะ	tone-only	tɕʰaʔ˥˩	tɕʰaʔ˥˩ | tɕʰaʔ˨˩		
3	แจซซ์	REVIEW	tɕɛːt̚˦˥	tɕɛːs˦˥ | tɕɛːt̚˦˥		
3	หมอย	vowel-length	mɔːj˩˩˦	mɔj˩˩˦ | mɔːj˩˩˦		
3	ศารท	REVIEW	saːt̚˨˩	saːt̚˨˩ | saː˩˩˦ra˦˥tʰa˦˥		
2	เอิ่ม	vowel-length	ʔɤːm˨˩	ʔɤm˨˩ | ʔɤːm˨˩		
2	เอกาธิปไตย	REVIEW	ʔeː˧kaː˧tʰip̚˦˥pa˨˩taj˧	ʔeː˧kaː˧tʰip̚˦˥pa˨˩taj˧ | ʔeː˧kaː˧tʰi˦˥pa˨˩taj˧		
2	เกลศ	sandhi	ka˨˩leːt̚˨˩	ka˨˩leːt̚˨˩ | ka˨˩leːt̚˨˩sa˨˩		
2	ตับแลบ	vowel-length	tap̚˨˩lɛːp̚˥˩	tap̚˨˩lɛp̚˥˩ | tap̚˨˩lɛːp̚˥˩		
1	สังกรประโยค	REVIEW	saŋ˩˩˦ka˨˩ra˦˥pra˨˩joːk̚˨˩	saŋ˩˩˦ka˨˩ra˦˥pra˨˩joːk̚˨˩ | saŋ˩˩˦kɔː˧ra˦˥pra˨˩joːk̚˨˩		
1	บุรพบท	REVIEW	bup̚˨˩pʰa˦˥bot̚˨˩	bup̚˨˩pʰa˦˥bot̚˨˩ | bu˨˩ra˦˥pʰa˦˥bot̚˨˩		
1	ค่าน้ำร้อนน้ำชา	vowel-length	kʰaː˥˩naːm˦˥rɔːn˦˥naːm˦˥tɕʰaː˧	kʰaː˥˩nam˦˥rɔːn˦˥nam˦˥tɕʰaː˧ | kʰaː˥˩naːm˦˥rɔːn˦˥naːm˦˥tɕʰaː˧		
1	ขนมผสมน้ำยา	vowel-length		kʰa˨˩nom˩˩˦pʰa˨˩som˩˩˦nam˦˥jaː˧ | kʰa˨˩nom˩˩˦pʰa˨˩som˩˩˦naːm˦˥jaː˧		
0	ไมโครพลาสติก	REVIEW		maj˧kʰroː˧pʰlaːs˦˥tik̚˨˩ | maj˧kʰroː˧pʰlaːt̚˦˥sa˨˩tik̚˨˩		
0	ไซแนปส์	tone-only	saj˧nɛp̚˦˥	saj˧nɛp̚˦˥ | saj˧nɛp̚˨˩		
